,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
210,Mon Dec 25 11:16:29 +0000 2023,1739243713841299622,Kronologi Relawan Prabowo-Gibran Ditembak di Madura https://t.co/4txQQgjqkc,0,0,0,0,in,832199383,1739243713841299622,abyhakimi,https://twitter.com/abyhakimi/status/1739243713841299622
211,Mon Dec 25 11:16:22 +0000 2023,1739243683734536689,Kronologi Relawan Prabowo-Gibran Ditembak di Madura https://t.co/sW4K4Bt1Gp,0,0,0,0,in,584067638,1739243683734536689,ranggads,https://twitter.com/ranggads/status/1739243683734536689
212,Mon Dec 25 11:16:20 +0000 2023,1739243676566782197,"@_NusantaraLand_ @gibran_tweet @Alie_Fahnoor @BANGSAygSUJUD @AndriDesvi10785 @bengkeldodo @Bank_Joee_ @hartonometroadv @segorosegoro1 @prabowo @prabowogibran2 Anak haram konstitusi,heran msh ada yg puji2",0,0,0,0,in,1546333850863030272,1738935322434838664,janjiPalsu89,https://twitter.com/janjiPalsu89/status/1739243676566782197
213,Mon Dec 25 11:16:19 +0000 2023,1739243673316106396,"Prabowo - Gibran: Aliansi Buruh Jepara, Kita Siap Menang! dekade08",0,0,0,0,in,1685859233404006400,1739243673316106396,GusyantiNeng,https://twitter.com/GusyantiNeng/status/1739243673316106396
214,Mon Dec 25 11:16:15 +0000 2023,1739243656253743220,"Gibran bikin Solo gemilang, Cak Imin mungkin masih sibuk mencari kunci kesuksesan politiknya @gunardi_saja  https://t.co/xHy0BQvpJX",0,0,0,0,in,1678734104605659136,1739243656253743220,SutarjoSut59,https://twitter.com/SutarjoSut59/status/1739243656253743220
215,Mon Dec 25 11:16:12 +0000 2023,1739243643515605150,"Gibran bikin Solo eksis, Cak Imin nampaknya masih nyari tempat duduk di panggung politik @zomet13  https://t.co/rgAuMUc4rz",0,0,0,0,in,1673221081484914689,1739243643515605150,galuhcahyani_,https://twitter.com/galuhcahyani_/status/1739243643515605150
216,Mon Dec 25 11:16:08 +0000 2023,1739243626553901239,"@Lembayung071 @ganjarpranowo @gibran_tweet Matur suwun nggih pak @ganjarpranowo , semoga rakyat yg waras dan cerdas tidak meiliki pemikiran yg negatif sama panjenengan nggih pak...🙏🏻🙏🏻🙏🏻 https://t.co/Ofbblydx8N",0,0,0,0,in,2834690022,1739054927497023687,arirang206,https://twitter.com/arirang206/status/1739243626553901239
217,Mon Dec 25 11:16:08 +0000 2023,1739243625123651822,"Gibran bikin Solo hebat, Cak Imin mungkin masih sibuk mencari kunci sukses politik yang sesungguhnya @HadaitFiman  https://t.co/RzD6MFUTim",0,0,0,0,in,1678699261377277952,1739243625123651822,boruaruna,https://twitter.com/boruaruna/status/1739243625123651822
218,Mon Dec 25 11:16:08 +0000 2023,1739243623487815723,"Gibran bikin Solo gemilang, Cak Imin mungkin masih cari kunci keajaiban politik @cobeh2022  https://t.co/jRsnJdzP12",0,0,0,0,in,1678813074659356672,1739243623487815723,agungromo33,https://twitter.com/agungromo33/status/1739243623487815723
219,Mon Dec 25 11:16:06 +0000 2023,1739243617305371055,"Gibran bikin Solo hebat, Cak Imin mungkin masih sibuk mencari kunci jawaban di buku politik @JantunGPiisanG  https://t.co/qh0Z3G656h",0,0,0,0,in,1677207915990753281,1739243617305371055,jakaa_nanang,https://twitter.com/jakaa_nanang/status/1739243617305371055
